78 0 0
79 0 0
80 0 0
81 0.36001 0.0555
82 0.42669 0.0515
83 0.50136 0.03832
84 0.57432 0.03342
85 0.65662 0.0307
86 0.80324 0.02838
87 0.87744 0.02523
88 0.95571 0.02248
89 1.06895 0.02151
90 1.16624 0.02046
91 1.2115 0.01858
92 1.26279 0.01759
93 1.32918 0.01744
94 1.35467 0.01725
95 1.41133 0.01747
96 1.42026 0.01754
97 1.45152 0.01775
98 1.45761 0.01756
99 1.50541 0.01824
100 1.5234 0.01877
101 1.55851 0.01932
102 1.67415 0.02142
103 1.78004 0.02402
104 1.80212 0.02655
105 1.95057 0.03242
106 2.05345 0.04066
107 2.18809 0.05277
108 2.22594 0.06724
109 2.49547 0.09643
110 2.4718 0.14051
111 2.7235 0.2059
112 2.74134 0.29797
113 2.49145 0.35264
114 3.10088 0.66267
115 2.56572 0.6376
116 2.51202 0.7814
117 1.44198 0.45219
118 1.74228 0.61374
118 1.74228 0.61374
119 1.93805 0.52303
120 1.41199 0.36364
121 1.07022 0.30189
122 0.31043 0.15524
123 0.43915 0.11257
124 0.28573 0.06839
125 0.18714 0.04413
126 0.18268 0.03265
127 0.14479 0.01998
128 0.16246 0.01609
129 0.21194 0.01455
130 0.22788 0.01172
131 0.32785 0.01177
132 0.47009 0.01271
133 0.56609 0.01249
134 0.68674 0.0128
135 0.78803 0.0133
136 0.87731 0.01346
137 0.95569 0.01378
138 1.02028 0.0143
139 1.06994 0.01458
140 1.11179 0.01486
141 1.1497 0.01516
142 1.17665 0.01548
143 1.24559 0.01639
144 1.29019 0.0179
145 1.29769 0.01849
146 1.34649 0.02072
147 1.41898 0.02398
148 1.50606 0.02812
149 1.59685 0.03366
150 1.6088 0.03894
151 1.65893 0.04695
152 1.7767 0.05965
153 1.86937 0.07937
154 1.78753 0.09111
155 1.7273 0.10904
156 1.89129 0.16488
157 1.69332 0.17905
158 1.54145 0.22914
