  A   TKE  Y         VESPA 252Cf(SF) Piau 31.01.2023
  78  130  0.0000
  78  131  0.0000
  78  132  0.0000
  78  133  0.0000
  78  134  0.0000
  78  135  0.0000
  78  136  0.0000
  78  137  0.0001
  78  138  0.0001
  78  139  0.0001
  78  140  0.0001
  78  141  0.0001
  78  142  0.0001
  78  143  0.0001
  78  144  0.0001
  78  145  0.0001
  78  146  0.0002
  78  147  0.0002
  78  148  0.0002
  78  149  0.0002
  78  150  0.0002
  78  151  0.0002
  78  152  0.0002
  78  153  0.0003
  78  154  0.0003
  78  155  0.0003
  78  156  0.0003
  78  157  0.0003
  78  158  0.0003
  78  159  0.0003
  78  160  0.0003
  78  161  0.0003
  78  162  0.0002
  78  163  0.0002
  78  164  0.0002
  78  165  0.0002
  78  166  0.0002
  78  167  0.0002
  78  168  0.0002
  78  169  0.0001
  78  170  0.0001
  78  171  0.0001
  78  172  0.0001
  78  173  0.0001
  78  174  0.0000
  78  175  0.0000
  78  176  0.0000
  78  177  0.0000
  78  178  0.0000
  78  179  0.0000
  78  180  0.0000
  78  181  0.0000
  78  182  0.0000
  78  183  0.0000
  78  184  0.0000
  78  185  0.0000
  78  186  0.0000
  78  187  0.0000
  78  188  0.0000
  78  189  0.0000
  78  190  0.0000
  78  191  0.0000
  78  192  0.0000
  78  193  0.0000
  78  194  0.0000
  78  195  0.0000
  78  196  0.0000
  78  197  0.0000
  78  198  0.0000
  78  199  0.0000
  78  200  0.0000
  78  201  0.0000
  78  202  0.0000
  78  203  0.0000
  78  204  0.0000
  78  205  0.0000
  78  206  0.0000
  78  207  0.0000
  78  208  0.0000
  78  209  0.0000
  78  210  0.0000
  78  211  0.0000
  78  212  0.0000
  78  213  0.0000
  78  214  0.0000
  78  215  0.0000
  78  216  0.0000
  78  217  0.0000
  78  218  0.0000
  78  219  0.0000
  78  220  0.0000
  78  221  0.0000
  78  222  0.0000
  78  223  0.0000
  78  224  0.0000
  78  225  0.0000
  78  226  0.0000
  78  227  0.0000
  78  228  0.0000
  78  229  0.0000
  78  230  0.0000
  79  130  0.0000
  79  131  0.0000
  79  132  0.0000
  79  133  0.0000
  79  134  0.0000
  79  135  0.0000
  79  136  0.0001
  79  137  0.0001
  79  138  0.0001
  79  139  0.0001
  79  140  0.0001
  79  141  0.0001
  79  142  0.0001
  79  143  0.0001
  79  144  0.0002
  79  145  0.0002
  79  146  0.0002
  79  147  0.0002
  79  148  0.0003
  79  149  0.0003
  79  150  0.0003
  79  151  0.0003
  79  152  0.0003
  79  153  0.0004
  79  154  0.0004
  79  155  0.0004
  79  156  0.0004
  79  157  0.0004
  79  158  0.0004
  79  159  0.0004
  79  160  0.0004
  79  161  0.0004
  79  162  0.0004
  79  163  0.0004
  79  164  0.0004
  79  165  0.0004
  79  166  0.0004
  79  167  0.0003
  79  168  0.0003
  79  169  0.0002
  79  170  0.0002
  79  171  0.0002
  79  172  0.0002
  79  173  0.0001
  79  174  0.0001
  79  175  0.0001
  79  176  0.0001
  79  177  0.0001
  79  178  0.0000
  79  179  0.0000
  79  180  0.0000
  79  181  0.0000
  79  182  0.0000
  79  183  0.0000
  79  184  0.0000
  79  185  0.0000
  79  186  0.0000
  79  187  0.0000
  79  188  0.0000
  79  189  0.0000
  79  190  0.0000
  79  191  0.0000
  79  192  0.0000
  79  193  0.0000
  79  194  0.0000
  79  195  0.0000
  79  196  0.0000
  79  197  0.0000
  79  198  0.0000
  79  199  0.0000
  79  200  0.0000
  79  201  0.0000
  79  202  0.0000
  79  203  0.0000
  79  204  0.0000
  79  205  0.0000
  79  206  0.0000
  79  207  0.0000
  79  208  0.0000
  79  209  0.0000
  79  210  0.0000
  79  211  0.0000
  79  212  0.0000
  79  213  0.0000
  79  214  0.0000
  79  215  0.0000
  79  216  0.0000
  79  217  0.0000
  79  218  0.0000
  79  219  0.0000
  79  220  0.0000
  79  221  0.0000
  79  222  0.0000
  79  223  0.0000
  79  224  0.0000
  79  225  0.0000
  79  226  0.0000
  79  227  0.0000
  79  228  0.0000
  79  229  0.0000
  79  230  0.0000
  80  130  0.0000
  80  131  0.0000
  80  132  0.0000
  80  133  0.0000
  80  134  0.0000
  80  135  0.0001
  80  136  0.0001
  80  137  0.0001
  80  138  0.0001
  80  139  0.0001
  80  140  0.0001
  80  141  0.0001
  80  142  0.0002
  80  143  0.0002
  80  144  0.0002
  80  145  0.0002
  80  146  0.0003
  80  147  0.0003
  80  148  0.0003
  80  149  0.0004
  80  150  0.0004
  80  151  0.0005
  80  152  0.0005
  80  153  0.0005
  80  154  0.0006
  80  155  0.0006
  80  156  0.0006
  80  157  0.0006
  80  158  0.0006
  80  159  0.0006
  80  160  0.0007
  80  161  0.0006
  80  162  0.0006
  80  163  0.0006
  80  164  0.0006
  80  165  0.0006
  80  166  0.0005
  80  167  0.0005
  80  168  0.0005
  80  169  0.0005
  80  170  0.0004
  80  171  0.0003
  80  172  0.0003
  80  173  0.0003
  80  174  0.0002
  80  175  0.0002
  80  176  0.0002
  80  177  0.0001
  80  178  0.0001
  80  179  0.0001
  80  180  0.0000
  80  181  0.0000
  80  182  0.0000
  80  183  0.0000
  80  184  0.0000
  80  185  0.0000
  80  186  0.0000
  80  187  0.0000
  80  188  0.0000
  80  189  0.0000
  80  190  0.0000
  80  191  0.0000
  80  192  0.0000
  80  193  0.0000
  80  194  0.0000
  80  195  0.0000
  80  196  0.0000
  80  197  0.0000
  80  198  0.0000
  80  199  0.0000
  80  200  0.0000
  80  201  0.0000
  80  202  0.0000
  80  203  0.0000
  80  204  0.0000
  80  205  0.0000
  80  206  0.0000
  80  207  0.0000
  80  208  0.0000
  80  209  0.0000
  80  210  0.0000
  80  211  0.0000
  80  212  0.0000
  80  213  0.0000
  80  214  0.0000
  80  215  0.0000
  80  216  0.0000
  80  217  0.0000
  80  218  0.0000
  80  219  0.0000
  80  220  0.0000
  80  221  0.0000
  80  222  0.0000
  80  223  0.0000
  80  224  0.0000
  80  225  0.0000
  80  226  0.0000
  80  227  0.0000
  80  228  0.0000
  80  229  0.0000
  80  230  0.0000
  81  130  0.0000
  81  131  0.0000
  81  132  0.0000
  81  133  0.0000
  81  134  0.0000
  81  135  0.0001
  81  136  0.0001
  81  137  0.0001
  81  138  0.0001
  81  139  0.0001
  81  140  0.0001
  81  141  0.0002
  81  142  0.0002
  81  143  0.0002
  81  144  0.0003
  81  145  0.0003
  81  146  0.0003
  81  147  0.0004
  81  148  0.0004
  81  149  0.0005
  81  150  0.0006
  81  151  0.0006
  81  152  0.0007
  81  153  0.0007
  81  154  0.0008
  81  155  0.0008
  81  156  0.0009
  81  157  0.0009
  81  158  0.0009
  81  159  0.0010
  81  160  0.0010
  81  161  0.0010
  81  162  0.0010
  81  163  0.0010
  81  164  0.0009
  81  165  0.0009
  81  166  0.0009
  81  167  0.0008
  81  168  0.0008
  81  169  0.0007
  81  170  0.0006
  81  171  0.0006
  81  172  0.0005
  81  173  0.0004
  81  174  0.0003
  81  175  0.0003
  81  176  0.0003
  81  177  0.0002
  81  178  0.0002
  81  179  0.0001
  81  180  0.0001
  81  181  0.0001
  81  182  0.0000
  81  183  0.0000
  81  184  0.0000
  81  185  0.0000
  81  186  0.0000
  81  187  0.0000
  81  188  0.0000
  81  189  0.0000
  81  190  0.0000
  81  191  0.0000
  81  192  0.0000
  81  193  0.0000
  81  194  0.0000
  81  195  0.0000
  81  196  0.0000
  81  197  0.0000
  81  198  0.0000
  81  199  0.0000
  81  200  0.0000
  81  201  0.0000
  81  202  0.0000
  81  203  0.0000
  81  204  0.0000
  81  205  0.0000
  81  206  0.0000
  81  207  0.0000
  81  208  0.0000
  81  209  0.0000
  81  210  0.0000
  81  211  0.0000
  81  212  0.0000
  81  213  0.0000
  81  214  0.0000
  81  215  0.0000
  81  216  0.0000
  81  217  0.0000
  81  218  0.0000
  81  219  0.0000
  81  220  0.0000
  81  221  0.0000
  81  222  0.0000
  81  223  0.0000
  81  224  0.0000
  81  225  0.0000
  81  226  0.0000
  81  227  0.0000
  81  228  0.0000
  81  229  0.0000
  81  230  0.0000
  82  130  0.0000
  82  131  0.0000
  82  132  0.0000
  82  133  0.0000
  82  134  0.0000
  82  135  0.0001
  82  136  0.0001
  82  137  0.0001
  82  138  0.0001
  82  139  0.0001
  82  140  0.0001
  82  141  0.0002
  82  142  0.0002
  82  143  0.0003
  82  144  0.0003
  82  145  0.0004
  82  146  0.0004
  82  147  0.0005
  82  148  0.0006
  82  149  0.0006
  82  150  0.0007
  82  151  0.0008
  82  152  0.0009
  82  153  0.0010
  82  154  0.0011
  82  155  0.0011
  82  156  0.0012
  82  157  0.0013
  82  158  0.0013
  82  159  0.0014
  82  160  0.0014
  82  161  0.0014
  82  162  0.0014
  82  163  0.0014
  82  164  0.0014
  82  165  0.0013
  82  166  0.0013
  82  167  0.0012
  82  168  0.0012
  82  169  0.0011
  82  170  0.0010
  82  171  0.0009
  82  172  0.0008
  82  173  0.0008
  82  174  0.0007
  82  175  0.0005
  82  176  0.0004
  82  177  0.0003
  82  178  0.0003
  82  179  0.0003
  82  180  0.0002
  82  181  0.0001
  82  182  0.0001
  82  183  0.0001
  82  184  0.0001
  82  185  0.0000
  82  186  0.0000
  82  187  0.0000
  82  188  0.0000
  82  189  0.0000
  82  190  0.0000
  82  191  0.0000
  82  192  0.0000
  82  193  0.0000
  82  194  0.0000
