date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-05-28,17.2,15.5,20.4,2,,171,5.1,16.7,1012,
2021-05-29,18.3,14.5,24.7,5.5,,275,5.3,22.2,1013.5,
2021-05-30,15.4,10.9,21.7,9.6,,27,4.2,31.5,1014.4,
2021-05-31,14.3,11.9,18.7,12.1,,36,4.4,16.7,1014.5,
2021-06-01,11.6,10.5,14.7,6.3,,333,4.6,18.5,1012.8,
2021-06-02,14.3,9.7,19.3,34.3,,276,7.2,24.1,1017.5,
2021-06-03,15.6,11.3,21.2,0.1,,286,5.1,18.5,1020.6,
2021-06-04,19.1,14.6,24.9,0,,308,5.4,18.5,1022.7,
2021-06-05,20.3,11.8,26.1,0,,275,3.5,20.4,1020.3,
2021-06-06,18.7,11.8,24.9,0,,48,4.8,22.2,1016.1,
2021-06-07,19.3,10.1,27.2,0.1,,335,3.9,18.5,1016.3,
2021-06-08,20.1,11.7,27,0.5,,317,3.6,20.4,1015,
2021-06-09,20.2,11.3,27.7,0.3,,314,3.5,22.2,1013.6,
2021-06-10,19.7,12.9,27,0.1,,327,3.5,20.4,1013.1,
2021-06-11,19.9,12.5,27.3,4,,295,4.2,18.5,1013.6,
2021-06-12,18.6,14.9,26,0.6,,229,3.8,22.2,1014.5,
2021-06-13,16.8,12.8,21.2,9.1,,228,6.9,27.8,1011.7,
2021-06-14,16.7,11.2,21.8,5.7,,327,5.3,20.4,1013.4,
2021-06-15,16.8,11.1,23.1,0.8,,287,5.1,22.2,1012.6,
2021-06-16,19.4,14.2,26.4,2.9,,12,4.2,24.1,1011.7,
2021-06-17,21.2,14.2,27.3,11.1,,1,2.9,18.5,1016.2,
2021-06-18,19.7,17.8,22.2,1.8,,311,5.4,20.4,1014.8,
2021-06-19,18.8,16.9,23.9,28.8,,8,8.7,31.5,1013.6,
2021-06-20,19.5,15.7,23.8,11.3,,297,4.4,20.4,1013,
2021-06-21,21.8,15.3,28.6,1,,308,3,18.5,1011.7,
2021-06-22,24.2,15.3,31.1,1.5,,295,3.6,18.5,1011.7,
2021-06-23,25.6,16.7,32.4,0.5,,350,3.2,18.5,1013.9,
2021-06-24,27.6,18.6,34.3,0.1,,330,2.9,16.7,1015.7,
2021-06-25,28.4,20.1,34.2,0,,32,3.9,18.5,1013.2,
2021-06-26,26,20,32.4,0.7,,309,5.6,20.4,1011.8,
2021-06-27,24.6,18.6,30.3,10.8,,100,5.3,18.5,1013.3,
2021-06-28,24.6,17,31.1,0,,17,3.2,16.7,1016.4,
2021-06-29,26.4,18.1,33.2,1.8,,323,3.3,18.5,1014.9,
2021-06-30,28.6,17.8,35.5,0,,148,2.9,20.4,1011.5,
2021-07-01,25.1,19.6,31.3,7.8,,25,7.7,24.1,1008.8,
2021-07-02,22.8,17.3,27.6,0,,23,6.2,22.2,1009,
2021-07-03,20.4,15.8,26.4,2.5,,323,4.8,22.2,1009.5,
2021-07-04,21.8,12.6,28.4,8.9,,291,3.8,22.2,1009.3,
2021-07-05,22.5,13.6,29.6,0,,287,4.1,18.5,1008,
2021-07-06,25.3,17.7,31.4,0,,338,5.6,22.2,1009.8,
2021-07-07,25.1,17.4,31.8,0.2,,2,5.6,24.1,1015,
2021-07-08,25.2,20.1,30,0.3,,36,8.7,31.5,1019.9,
2021-07-09,26.1,17.2,32.4,0,,34,5,22.2,1019.9,
2021-07-10,25.3,15.7,31.2,0,,45,5,24.1,1016.6,
2021-07-11,23.4,15.5,32.6,0,,3,5.4,24.1,1014.4,
2021-07-12,24.9,15.7,33.1,2.1,,9,4.4,18.5,1014,
2021-07-13,26.1,16.1,33.3,0,,24,4.4,18.5,1013.5,
2021-07-14,27.2,19.5,33.1,0,,50,5.9,24.1,1014.8,
2021-07-15,26.6,16.3,32.8,0,,61,5.3,25.9,1013.3,
2021-07-16,26,17.7,32.9,0,,64,6.9,31.5,1011.3,
2021-07-17,26.7,15.8,33.9,0,,42,6.8,33.3,1009.1,
2021-07-18,27.8,18.5,34.3,0,,45,6.8,29.6,1007.3,
2021-07-19,26.6,18.2,32.8,0,,32,5.4,24.1,1007.7,
2021-07-20,25.2,18.2,30.9,0.5,,323,5.7,24.1,1008,
2021-07-21,22.6,16.4,28.8,0,,293,4.8,24.1,1011.2,
2021-07-22,22.7,15.2,29.6,0,,302,5.3,22.2,1016.2,
2021-07-23,23.6,15.4,28.6,0,,41,4.4,20.4,1015.9,
2021-07-24,23.7,16.4,29.6,0,,23,4.1,18.5,1015.7,
2021-07-25,23.9,14,30.6,0,,36,4.1,22.2,1017.3,
2021-07-26,24.7,13.5,31.7,0,,30,3.5,18.5,1018.5,
2021-07-27,27.9,15.4,35.7,0,,325,3,18.5,1017.8,
2021-07-28,29.2,17.7,37.8,0,,307,3.3,20.4,1015.3,
2021-07-29,28.6,17.6,36.8,10.2,,342,4.8,22.2,1012.4,
2021-07-30,27.6,19.3,33.7,0,,55,6.8,27.8,1010.7,
2021-07-31,28.2,20.5,36.2,0,,31,4.4,22.2,1009.2,
2021-08-01,28.7,18.1,36.4,2.9,,100,3.9,20.4,1010,
2021-08-02,30.1,19.8,38.1,0,,328,5.1,29.6,1007.5,
2021-08-03,25.4,19.8,31.7,0.3,,46,5.7,25.9,1013.4,
2021-08-04,26.3,19.6,33.3,0,,31,5.4,24.1,1013.8,
2021-08-05,28.6,17.8,36.7,0,,59,6,25.9,1008.8,
2021-08-06,23.3,20,32.7,0,,344,6.3,27.8,1003.4,
2021-08-07,23.6,13.5,30.4,1.4,,341,4.1,20.4,1010.3,
2021-08-08,25.2,13.3,33.7,0,,14,4.2,20.4,1015.2,
2021-08-09,26.9,15.4,36.3,0,,4,4.7,18.5,1016.1,
2021-08-10,26.6,19,34.2,0,,40,5.9,24.1,1016.1,
2021-08-11,26.4,17.8,33.8,0,,37,4.1,18.5,1014.8,
2021-08-12,24.9,15.8,32.2,0,,40,6.3,22.2,1017.6,
2021-08-13,24.2,19.2,30.3,0,,57,7.1,27.8,1022.5,
2021-08-14,23.9,13.5,31.1,0,,25,3.9,18.5,1022.2,
2021-08-15,25.7,13.4,34.1,0,,304,2.9,18.5,1017.5,
2021-08-16,27.6,14.5,35.8,0,,68,3.9,20.4,1014.1,
2021-08-17,27,14.1,36.4,0,,83,4.8,22.2,1010.7,
2021-08-18,23.6,18.5,29.4,0,,75,7.2,29.6,1010.6,
2021-08-19,20.4,14.1,26.9,7.7,,356,4.2,20.4,1014.4,
2021-08-20,21.6,11.4,29.4,0,,27,4.1,18.5,1016.1,
2021-08-21,23.2,12.5,31.2,0,,14,3.3,18.5,1017,
2021-08-22,23.1,15.2,30.9,0,,39,3.6,18.5,1018.2,
2021-08-23,24.3,13.7,31.8,0,,67,4.7,22.2,1017.5,
2021-08-24,24,16,31.6,0,,69,5.1,22.2,1015.2,
2021-08-25,23.6,14.4,31.5,0,,43,5.7,22.2,1012.4,
2021-08-26,20.7,16.8,26.9,0.5,,264,6.3,24.1,1010.6,
2021-08-27,22.3,13.5,30.1,0,,33,4.2,20.4,1010,
2021-08-28,19.4,16.1,22.1,6.5,,25,6.8,25.9,1012.4,
2021-08-29,20.4,16.9,25,31.8,,7,6,25.9,1008.5,
2021-08-30,20.6,15.4,26.3,1.5,,237,10.5,31.5,1010.2,
2021-08-31,19.8,9.7,27.3,0,,255,4.2,27.8,1014.2,
2021-09-01,19.1,10.3,26.8,0,,258,8.9,37,1013.5,
2021-09-02,18.7,11.2,24.1,0,,330,5.7,24.1,1017.2,
2021-09-03,17.7,11.5,23.7,0,,107,4.7,18.5,1021.5,
2021-09-04,18.1,8.4,26,0,,342,3.8,16.7,1017.2,
2021-09-05,18.9,9.5,26.1,0,,40,8.4,31.5,1019.6,
2021-09-06,17.6,11,23.9,0,,34,7.4,29.6,1025.5,
2021-09-07,16.9,6.8,24.4,0,,50,4.7,22.2,1027.3,
2021-09-08,16.6,7.4,24.5,0,,43,5.9,25.9,1026,
2021-09-09,17.9,6.5,26.3,0,,30,5.1,27.8,1022.5,
2021-09-10,17.6,6.8,25.6,0,,11,3.6,16.7,1019.6,
2021-09-11,20.1,7.7,28.4,0,,302,3.3,18.5,1017.1,
2021-09-12,20.6,9.6,29,0,,1,3.3,16.7,1014.8,
2021-09-13,20.7,10.6,29.2,0,,359,4.2,20.4,1014.6,
2021-09-14,20.9,10.4,29.5,0,,347,2.9,18.5,1016.3,
2021-09-15,21.3,11.5,29.2,0.7,,23,3.6,20.4,1017.6,
2021-09-16,21.7,12.1,30.9,0,,348,2.7,16.7,1016.5,
2021-09-17,21.3,13.2,29.9,0,,33,2.7,18.5,1012,
2021-09-18,21.2,15.3,28,0.5,,256,8.3,33.3,1008.2,
2021-09-19,19,10.7,26.8,0,,262,7.4,37,1011.2,
2021-09-20,14.8,8.6,21.8,0,,24,5.7,20.4,1012.8,
2021-09-21,13.2,9.2,18,5.3,,145,4.4,20.4,1020.6,
2021-09-22,12.1,7.3,17.2,0,,55,4.2,18.5,1020.1,
2021-09-23,12.2,6.2,17.4,0,,60,3.9,18.5,1019.2,
2021-09-24,14.7,4,22.7,0,,258,7.2,35.2,1014.8,
2021-09-25,17.1,7.4,25.3,0,,12,2.6,18.5,1018.5,
2021-09-26,18.3,8.1,27.5,0,,36,4.1,18.5,1021.4,
2021-09-27,18.7,9.9,26.6,0,,50,5,22.2,1019.4,
2021-09-28,14.9,13.3,19.1,0.3,,62,8.4,29.6,1020.8,
2021-09-29,14.3,11.1,20.1,1.3,,48,6.6,27.8,1025.4,
2021-09-30,14.2,9.2,19.5,0,,51,6.6,25.9,1027.3,
2021-10-01,12.1,3.9,18.8,0,,36,5.3,22.2,1028.8,
2021-10-02,11.3,1.7,18.7,0,,10,4.1,22.2,1027,
2021-10-03,11.8,1.3,20.2,0,,0,3.6,18.5,1026,
2021-10-04,12.3,4.2,20.9,0,,31,3.6,16.7,1025.7,
2021-10-05,12.4,4.3,20.4,0,,62,5.3,25.9,1026.8,
2021-10-06,12.4,3.2,19,0,,47,7.4,29.6,1027.1,
2021-10-07,11.5,9.4,13.8,0,,50,11,37,1026.6,
2021-10-08,9.8,8.9,12.2,0,,47,14.1,40.8,1027.5,
2021-10-09,9.4,6.6,13,6.3,,42,12,38.9,1027.4,
2021-10-10,10.2,7,15.7,0,,54,9.5,35.2,1027.8,
2021-10-11,10.6,6.9,15.1,0,,48,8.4,27.8,1021.4,
2021-10-12,10.6,8.7,12,3.5,,359,3.8,18.5,1012.9,
2021-10-13,9.8,8.4,10.6,5.2,,139,4.4,14.8,1013.4,
2021-10-14,8.2,6.9,9.6,6.6,10,40,6.8,22.2,1022.1,
2021-10-15,9,6.9,10,21.6,,40,10.7,33.3,1021.4,
2021-10-16,10,9.7,10.9,5.4,10,39,11.1,33.3,1015.8,
2021-10-17,10.3,8.5,13.4,16.6,,281,3.8,20.4,1021.3,
2021-10-18,10.7,4.4,14.1,0,,243,3.9,14.8,1023.6,
2021-10-19,11.4,5.2,17.2,0,,302,2.2,13,1028.2,
2021-10-20,10.7,1.1,18.8,0,,253,4.1,22.2,1027.8,
2021-10-21,12.4,1.8,20.4,0,,238,5.1,24.1,1019,
2021-10-22,14.9,6.4,23.3,0,,233,7.7,24.1,1016.1,
2021-10-23,15.5,9.4,20.9,0,,238,4.5,20.4,1018.8,
2021-10-24,11.9,9.3,16.4,0,,85,5.6,24.1,1028.8,
2021-10-25,6.8,0.2,12.5,0,,65,5.4,20.4,1033.8,
2021-10-26,6.5,-1.7,14.1,0,,48,4.5,18.5,1029.4,
2021-10-27,8.3,-1.3,16.5,0,,308,2.7,14.8,1027,
2021-10-28,9,-1.2,17.9,0,,335,2.1,14.8,1028.3,
2021-10-29,8.7,-0.8,17.6,0,,29,2.7,16.7,1027.3,
2021-10-30,8.9,1.6,14.5,0,,32,3.6,18.5,1027.3,
2021-10-31,10.1,5.5,15.2,0,,43,3.6,14.8,1023.8,
2021-11-01,10,5.9,13.9,0,,43,4.5,14.8,1016.6,
2021-11-02,9.6,4.6,11.1,0,,30,5,18.5,1009.1,
2021-11-03,11.1,6.6,17.8,0.1,,218,9.2,27.8,1014.2,
2021-11-04,11.7,6.3,20.1,0,,47,4.1,14.8,1016.7,
2021-11-05,15,6.4,24.5,0,,15,2.7,13,1016.4,
2021-11-06,12.6,7.4,18.5,0,,90,6.5,24.1,1025,
2021-11-07,11.3,5.7,15.1,0,,58,5.1,14.8,1023.9,
2021-11-08,12,8,18.5,0,,202,5.7,18.5,1016.6,
2021-11-09,6.6,1.2,12.4,1.6,20,42,9.2,33.3,1027.3,
2021-11-10,4.2,-0.3,8.8,17.9,,67,5.3,18.5,1038.6,
2021-11-11,4.6,-3.6,12.1,0,,48,3.3,14.8,1032.3,
2021-11-12,5.4,-3.2,13.7,0,,350,2,11.1,1024.3,
2021-11-13,5.5,-1.1,10.2,0,,37,5.7,16.7,1023.8,
2021-11-14,9,6.5,13.6,0,,29,4.2,13,1023.3,
2021-11-15,8.3,5,12.5,0,,40,6.8,27.8,1028.1,
2021-11-16,6.1,4,10.3,0,,50,9.8,29.6,1032,
2021-11-17,5.7,-1.8,10.3,0,,78,4.1,18.5,1026.2,
2021-11-18,7.2,-0.6,12.1,0,,245,4.7,22.2,1024.3,
2021-11-19,8.2,2.8,11.7,0,,242,5.1,22.2,1022.8,
2021-11-20,9.7,5.2,16.8,0,,240,6.3,20.4,1018.4,
2021-11-21,6.9,-1.1,14,0,,236,4.5,22.2,1016.2,
2021-11-22,7.4,0.1,14.1,0,,115,5.1,16.7,1013.9,
2021-11-23,6.9,4.3,8.6,0.2,,56,6,22.2,1020.5,
2021-11-24,2.8,-2.7,8.3,0.4,,52,3,16.7,1027.8,
2021-11-25,2.3,-4.4,10.4,0,,57,3.6,14.8,1023.1,
2021-11-26,2.9,-5.1,7.2,0,,41,4.4,22.2,1009.8,
2021-11-27,6.9,-1,15.7,0.1,,256,4.8,20.4,1003.4,
2021-11-28,7.9,-0.3,16.6,0,,26,4.1,16.7,1002.3,
2021-11-29,7.6,5,10.1,2.4,,265,7.4,27.8,995.7,
2021-11-30,3,0.3,6.8,5.3,,250,6.8,25.9,1004.1,
2021-12-01,4.6,0.3,10,1.8,,249,9.9,33.3,1009.4,
2021-12-02,5.2,0.1,12.2,0,,227,4.5,18.5,1009.1,
2021-12-03,5.5,-2.6,11.6,0,,233,3,18.5,1007,
2021-12-04,2.1,0.2,8.9,4.7,,60,7.5,29.6,1014.1,
2021-12-05,2.1,2,3.1,0.7,,233,4.5,14.8,1011.1,
2021-12-06,2.4,0.9,3.9,0,,34,4.7,16.7,1007.8,
2021-12-07,3.6,2.3,4.8,0,,97,4.4,18.5,1004.7,
2021-12-08,3.9,3,5.3,12.6,,214,6.6,20.4,1007.8,
2021-12-09,1.7,-3.1,4.2,2.3,,47,6.3,22.2,1013,
2021-12-10,5.5,2.5,6.9,0,,66,6.2,24.1,1007.6,
2021-12-11,6.6,4.2,8.3,4.5,,90,8.6,33.3,1010,
2021-12-12,9.1,5.9,12.8,6.1,,180,10.1,40.8,1010.2,
2021-12-13,3.3,2,5.9,0.5,,231,6.3,24.1,1019.7,
2021-12-14,3.1,2.4,4.1,0.7,,75,3.8,13,1024.5,
2021-12-15,4.1,2.3,5.8,0,,218,3,13,1025.2,
2021-12-16,2.9,-0.6,5.1,0,,241,5,14.8,1026.2,
2021-12-17,3.1,1.6,4.4,0.2,,247,3.9,16.7,1021.5,
2021-12-18,2.4,-1.8,6.3,0.3,,120,2.7,13,1023.9,
2021-12-19,1.5,-2.5,6,0,,230,9,27.8,1016.6,
2021-12-20,0.7,-1.5,3.6,0,,231,6.3,18.5,1010.1,
2021-12-21,-2.3,-6.6,0.3,1,,200,5.9,22.2,1020.6,
2021-12-22,-3.8,-11.1,0.5,0,,253,4.1,16.7,1028.3,
2021-12-23,-3.8,-9.9,0.4,0,,59,4.5,13,1028,
2021-12-24,1.8,-7.5,5.3,0,,240,9.3,35.2,1013.2,
2021-12-25,8.4,2.9,14.3,0,,234,9.3,27.8,1009.2,
2021-12-26,0.4,-0.7,8.9,0,,62,10.1,29.6,1014.2,
2021-12-27,-0.6,-0.9,0,3.4,,47,11,31.5,1015.1,
2021-12-28,-0.2,-0.6,0.3,5.8,,85,4.2,13,1013.9,
2021-12-29,-0.9,-2,-0.5,0.1,,62,5.6,14.8,1013.4,
2021-12-30,0.9,-0.9,1.7,7,,32,5.1,16.7,1019.1,
2021-12-31,2.8,0.7,4.2,0.4,,232,8,24.1,1021.8,
2022-01-01,6.8,2.4,12.8,0,,229,4.8,18.5,1017.5,
2022-01-02,5.6,-0.6,10,0,,140,5.1,20.4,1023.4,
2022-01-03,7.4,-0.3,10.9,0,,246,7.7,25.9,1013.7,
2022-01-04,7.2,0.2,13.3,0,,223,6.8,22.2,1012.1,
2022-01-05,7.5,0.8,15.6,0,,236,5.9,25.9,1006.9,
2022-01-06,8.1,-0.4,15.4,0,,234,7.4,22.2,1008.2,
2022-01-07,3,1.7,8.8,0.4,,78,7.5,27.8,1021.4,
2022-01-08,1.3,-0.1,2.3,2.9,,44,8.3,27.8,1019.4,
2022-01-09,4.5,2.3,5.4,1.6,,250,3.8,20.4,1007.5,
2022-01-10,3.8,2.8,5.4,0.4,,45,13.8,51.8,1008.9,
2022-01-11,-0.4,-1.4,3,1,,61,15.5,48.2,1022,
2022-01-12,-2.6,-3.7,-1,0,,0,7.7,25.9,1031.5,
2022-01-13,-2.9,-8.8,0.5,0,,261,6.5,24.1,1034.4,
2022-01-14,0.3,-4.8,6.5,0,,239,10.5,31.5,1021.2,
2022-01-15,2.6,-3.1,9.5,0,,314,5.6,25.9,1021,
2022-01-16,-0.7,-9.2,5.5,0,,227,4.2,20.4,1026.5,
2022-01-17,3,-3.7,9.3,0,,241,12.5,38.9,1015.3,
2022-01-18,1.8,-4.2,6.7,0,,283,9.2,33.3,1022.2,
2022-01-19,0.2,-8.4,5.3,0,,258,6.8,24.1,1029.8,
2022-01-20,2.5,-4.6,8.5,0,,241,11.1,37,1018.1,
2022-01-21,2.2,-0.4,6.5,0,,262,6.9,25.9,1016.1,
2022-01-22,-2.2,-8.5,4,0,,284,5.7,20.4,1017.5,
2022-01-23,-3.3,-10.7,0.7,0,,266,5.4,14.8,1022.6,
2022-01-24,-2.8,-10,1.9,0,,330,4.5,20.4,1031.4,
2022-01-25,-2.9,-10.1,2.3,0,,257,4.4,20.4,1029.7,
2022-01-26,-1.6,-8.5,2.3,0,,259,4.8,18.5,1024.2,
2022-01-27,1.4,-6.7,9.1,0,,227,7.2,25.9,1022.9,
2022-01-28,2.6,-3.1,10.6,0,,236,7.4,25.9,1016.3,
2022-01-29,1.7,-5.6,8.6,0,,221,4.5,16.7,1021.8,
2022-01-30,2.4,-6.8,11,0,,245,9.9,33.3,1012.6,
2022-01-31,4.4,0.2,9.8,0,,252,9.5,31.5,1009.3,
2022-02-01,1.6,-3.2,7.2,0,,28,5.4,24.1,1008.1,
2022-02-02,1.8,-3.5,6.1,0,,232,6.3,22.2,1007.9,
2022-02-03,2.2,-6.4,10.2,0,,322,3.9,16.7,1015.3,
2022-02-04,1.7,-8.1,8.1,0,,254,5.3,24.1,1021.3,
2022-02-05,4.4,-3.9,12.3,0,,243,6.2,25.9,1016.7,
2022-02-06,4.6,-5.4,11.3,0,,218,6.6,27.8,1021.1,
2022-02-07,3.7,-4.2,8.4,0,,243,5.7,20.4,1007.7,
2022-02-08,4.3,1.8,9.5,1.1,,316,7.5,24.1,1014.8,
2022-02-09,4.6,-4.3,13.6,0,,280,5.7,22.2,1024.2,
2022-02-10,5.5,-5.6,13.5,0,,235,5.3,24.1,1026.9,
2022-02-11,6.3,-2,15.5,0,,240,6.5,25.9,1021.1,
2022-02-12,3.4,-3,9,0,,60,6.3,31.5,1028.2,
2022-02-13,1.6,-2,7.3,0,,60,7.8,25.9,1034.2,
2022-02-14,1.7,-6.2,7.7,0,,67,2.9,13,1026.2,
2022-02-15,4.1,-6.3,12.6,0,,266,3.3,18.5,1021.8,
2022-02-16,7.1,-3.9,16.4,0,,318,3.3,14.8,1017.7,
2022-02-17,8.8,1.6,15.2,0,,236,8.9,33.3,1008.3,
2022-02-18,8.6,1.9,13.7,0,,293,10.8,38.9,1010.5,
2022-02-19,8.6,-3.1,17.8,0,,240,6.2,27.8,1016.7,
2022-02-20,6.8,2.2,11.5,0,,337,5.9,25.9,1018,
2022-02-21,6.1,-0.2,14.4,0.8,,232,6.2,20.4,1012.2,
2022-02-22,7.8,0,12.9,0,,34,4.2,18.5,1007.2,
2022-02-23,7.2,4.1,11.1,0.6,,275,4.2,20.4,1019.4,
2022-02-24,5.7,-1,11.7,2.9,,9,5.1,20.4,1023.8,
2022-02-25,4.9,-5.6,12.5,0,,274,6,29.6,1019.6,
2022-02-26,5.6,-3.3,11.2,0,,46,11.4,35.2,1023.2,
2022-02-27,5.9,3.2,8.4,0,,53,16.2,42.6,1027.1,
2022-02-28,2.1,0.7,6.6,0,,25,10.2,38.9,1025.3,
2022-03-01,0.8,-0.9,2.4,0.4,,196,3.5,16.7,1026.3,
2022-03-02,2.1,-0.8,7.7,9.1,,237,4.4,16.7,1019.6,
2022-03-03,3.8,-1.2,9.1,1.1,,189,4.2,18.5,1013.8,
2022-03-04,3.2,1.9,8.6,0,,69,6.8,22.2,1015.1,
2022-03-05,2.3,-0.7,6.3,0,,62,8.6,27.8,1019.1,
2022-03-06,0.9,-2.3,4.7,0,,63,11.3,37,1021.5,
2022-03-07,1.1,-1.6,3.6,2.6,,7,5.9,18.5,1017.5,
2022-03-08,0.6,-1.8,5.7,1.6,,106,6.8,29.6,1018,
2022-03-09,-1.1,-5.2,2.8,0.9,,35,5.6,24.1,1020.1,
2022-03-10,-1.2,-6.8,3.9,0.9,,10,7.1,29.6,1025.3,
2022-03-11,-2.1,-9.5,2.3,0.2,,353,7.8,27.8,1029.1,
2022-03-12,-0.7,-8.4,5.3,0.4,,297,4.7,24.1,1030.9,
2022-03-13,2.2,-3.8,7.1,0,,236,5,20.4,1028.9,
2022-03-14,3.8,-2.6,9.4,0,,301,4.5,18.5,1035.4,
2022-03-15,5.4,-4.2,13.1,0,,247,5.7,24.1,1033.5,
2022-03-16,3.2,-2.7,7.2,0,,15,4.6,22.2,1025.9,
2022-03-17,2.2,0.8,6.4,0,,57,12.2,38.9,1033.3,
2022-03-18,1.4,-2.2,8,0,,45,8,29.6,1040.9,
2022-03-19,0.3,-8.4,6.4,0,,29,8.4,33.3,1042.5,
2022-03-20,3.2,-7.7,10.1,0,,14,8.3,33.3,1041,
2022-03-21,6.8,-6.8,13.6,0,,28,8.6,31.5,1036,
2022-03-22,10.2,0,17.4,0,,20,12.3,50,1031.1,
2022-03-23,7.8,-3.2,16.7,0,,16,6.8,29.6,1030,
2022-03-24,12,-2.4,22.1,0,,279,7.4,29.6,1020.6,
2022-03-25,7.2,3.8,16.3,0,,55,10.5,29.6,1021.8,
2022-03-26,9.8,-1.5,17.4,0,,262,10.1,40.8,1026.2,
2022-03-27,11.7,4.1,19.7,0,,,,,,
2022-03-28,10.6,1.3,18.9,0,,59,6.2,29.6,1026.7,
2022-03-29,14,2.9,22.6,0,,237,8,38.9,1013.3,
2022-03-30,14.6,3.7,23.3,0,,236,8.6,37,1007.4,
2022-03-31,16,5.7,21.2,0,,228,6.2,24.1,1002.7,
2022-04-01,17.3,11.8,27.2,0,10,215,11.4,38.9,997.2,
2022-04-02,13.9,10.7,19.9,9.7,,227,14.5,50,998.8,
2022-04-03,8.3,4.2,14,0,,245,15.5,55.5,1006,
2022-04-04,6.2,-1.1,11,0,,206,7.8,31.5,1018.6,
2022-04-05,9.5,-0.4,16.8,0,,232,9.9,38.9,1012.5,
2022-04-06,12.9,-0.8,21.4,0,,220,5,24.1,1011.7,
2022-04-07,10.1,1.7,19.9,0,,96,5.9,27.8,1003.4,
2022-04-08,15.6,6.7,23.4,3.3,,247,9.5,40.8,1002.2,
2022-04-09,17,4.5,24.6,0,,240,8.2,38.9,1003.3,
2022-04-10,8.3,5.5,14.3,0.1,10,87,7.4,25.9,1006.3,
2022-04-11,8.1,3.9,13.8,16.6,,310,6.9,25.9,1015.1,
2022-04-12,8.1,-2.7,14.8,0.1,,316,6.1,31.5,1020.2,
2022-04-13,10.3,-0.8,16.3,0,,320,5,25.9,1020.8,
2022-04-14,12.9,0,20.7,0,,274,5.3,25.9,1021.5,
2022-04-15,15.1,1.7,23.5,0,,296,3.6,25.9,1019,
2022-04-16,14.8,4.3,21.3,0,,76,6.5,25.9,1014,
2022-04-17,5.7,3.1,15.9,2.9,,50,13.8,48.2,1018.1,
2022-04-18,7.3,3,10.5,6.5,,14,5,22.2,1014.7,
2022-04-19,5,2.9,7.7,0.2,,244,4.7,20.4,1014.1,
2022-04-20,7.9,-1,14,22.6,,236,5.4,24.1,1013.8,
2022-04-21,9.2,2.6,16.8,0,,241,9.9,31.5,1014.6,
2022-04-22,11.1,2.1,17.4,0,,39,4.4,22.2,1012.5,
2022-04-23,14,6.1,21.5,1.3,,285,7.9,35.2,1006.5,
2022-04-24,16.2,4.3,24.9,0,,217,4.7,22.2,1010.2,
2022-04-25,17.3,8.6,25.5,2.8,,335,7.1,31.5,1007.5,
2022-04-26,17.1,4.9,24.8,0,,293,4.5,24.1,1012.5,
2022-04-27,17.1,7.4,24.7,0,,67,8.4,29.6,1015.9,
2022-04-28,13.9,11.8,19.8,8.4,,82,7.1,25.9,1018.9,
2022-04-29,13.1,7.9,17.7,1.1,,66,7.8,31.5,1022.3,
2022-04-30,12.8,5.8,19.2,0,,33,6.6,25.9,1022.8,
2022-05-01,14,3,21.1,0,,52,5.3,22.2,1021.4,
2022-05-02,13.9,3.5,20.7,0,,70,7.2,31.5,1018.3,
2022-05-03,12.9,6.3,18.9,0,,61,6.1,18.5,1016.2,
2022-05-04,14.3,7.8,22.1,0,,280,7.1,20.4,1016.5,
2022-05-05,15.4,5.3,22.1,0,,31,4.9,25.9,1021.4,
2022-05-06,15.2,5.2,22.3,0,,54,5.6,25.9,1023.8,
2022-05-07,14.3,3.4,21.6,0,,85,5.7,24.1,1023.1,
2022-05-08,13.9,5.1,22.7,0,,67,6,24.1,1022.6,
2022-05-09,15.9,5,23.9,0,,63,5,20.4,1022.2,
2022-05-10,15.4,9.5,21.3,0.2,,44,5.4,22.2,1021.5,
2022-05-11,18,6.8,26.2,1.4,,292,4.7,22.2,1018.7,
2022-05-12,21.1,6.9,28.9,0,,260,6.6,29.6,1018.4,
2022-05-13,23.1,9,31.4,0,,243,3.8,24.1,1015.7,
2022-05-14,22.2,14,29.3,0,,78,5,22.2,1013,
2022-05-15,20.1,16.8,25.7,0,,44,7.1,25.9,1017,
2022-05-16,20.8,12.1,27.7,0,,43,4.7,20.4,1018,
2022-05-17,22.1,10.4,30.1,0,,321,4.4,22.2,1014.4,
2022-05-18,13.6,10.2,22.6,25.8,,48,7.8,35.2,1017.7,
2022-05-19,15.9,4.5,22.5,0.6,,269,6.2,24.1,1026.7,
2022-05-20,19.5,5.5,26.8,0,,253,6.5,29.6,1023.6,
2022-05-21,22.1,7.9,29.5,0,,233,7.7,33.3,1014.4,
2022-05-22,20.6,11.7,27.4,0,,342,6.5,27.8,1008.6,
2022-05-23,17.3,9.2,23.8,0,,49,6.3,22.2,1010,
2022-05-24,17.4,11.2,23.7,0.2,,42,7.1,25.9,1012.5,
2022-05-25,20,9.6,27.9,0.4,,62,4.1,20.4,1015.5,
2022-05-26,23.2,13.1,30.8,0.1,,322,7.5,25.9,1015.8,
2022-05-27,22.8,13.5,28.3,0,,22,5.3,24.1,1017.4,
2022-05-28,20.8,11.4,29.4,0,,321,4.1,27.8,1010.6,
2022-05-29,18.4,15.6,22.7,19.2,,56,10.5,27.8,1010.8,
