date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2023-09-25,23.4,19,28.5,0,,64,14.9,43,1021.5,
2023-09-26,22.6,16.6,28.7,0,,53,14.3,50,1022.8,
2023-09-27,22.3,17.6,27.7,0,,47,14.7,47,1022.6,
2023-09-28,21.3,15.5,28,0,,30,10.8,40,1021.1,
2023-09-29,22,15,29,0,,10,8.9,43,1020.9,
2023-09-30,21.5,15,28.7,0,,2,6.9,32,1019.9,
2023-10-01,20.1,12.5,27.5,0,,24,7,32,1019.3,
2023-10-02,17.4,13.1,22,4.5,,61,7.3,25,1024.1,
2023-10-03,15.8,8.7,23.7,0,,259,4.1,22,1026.9,
2023-10-04,18.1,8.7,27.2,0,,242,4.6,25,1023.2,
2023-10-05,19.5,14.7,24.5,0.2,,58,7.4,32,1025.2,
2023-10-06,18,12,23.7,0,,63,6,22,1023.6,
2023-10-07,17.4,9.2,25.1,0,,290,5.7,32,1023,
2023-10-08,17.3,10,27.6,0,,259,9.9,43,1015.2,
2023-10-09,11.8,6,17.1,0,,142,6.9,27.8,1024.6,
2023-10-10,13.2,7.5,18.5,0,,57,7.5,25,1021.9,
2023-10-11,11.3,4.5,19.5,0,,59,4.8,18,1028.6,
2023-10-12,13.8,4.7,23.5,0,,227,4.6,22,1024.4,
2023-10-13,16.5,10,24,0,,304,4.2,18,1021.1,
2023-10-14,16.8,8.7,26.7,0,,43,4,18,1018.6,
2023-10-15,17.6,8.5,27,0,,258,4.5,20.4,1010.2,
2023-10-16,11.7,8,19.7,7.6,,137,6.8,36,1017.6,
2023-10-17,8.9,3,15.1,0,,53,6.7,18.5,1023.9,
2023-10-18,11.4,7.6,17.5,0,,93,6.4,18,1020.7,
2023-10-19,11.3,4.2,20.1,0,,246,4.4,22,1015.8,
2023-10-20,16,9.1,25.5,0,,257,4.7,22.2,1008.9,
2023-10-21,19.7,11.7,31.5,0,,257,5.2,25,1011.2,
2023-10-22,19,12,28.5,0,,256,4.5,18,1014.1,
2023-10-23,18.2,11.5,25.2,0,,261,3.8,14.8,1017,
2023-10-24,16.1,10.5,24.1,0,,0,3.5,14,1017,
2023-10-25,18,11.5,26.2,0,,281,6.8,43,1007.9,
2023-10-26,18.8,14,24.2,0.3,,234,5.7,29,1005.5,
2023-10-27,16.9,11.2,23,0,,259,4.1,16.7,1003.2,
2023-10-28,18.9,15.2,24,0,,271,9.5,36,1006.9,
2023-10-29,16.1,10.7,24.2,0,,264,4,22,1017.4,
2023-10-30,15.4,8.2,25.7,0,,294,3.1,14.8,1020.2,
2023-10-31,15.2,7.2,25.2,0,,323,3.5,14,1014.8,
2023-11-01,15.8,8.9,21.7,0.4,,262,8,36,1012.8,
2023-11-02,11.7,7.7,15.5,0,,49,7.7,25,1013.6,
2023-11-03,13,8.1,19.5,0,,31,5.7,22,1005.8,
2023-11-04,14.5,13.2,15.7,22.3,,206,6,25.9,1000.3,
2023-11-05,13.9,9.5,21,0.2,,236,6.8,29,1003.4,
2023-11-06,15.4,11,20.7,0,,262,9.6,32,1011.4,
2023-11-07,12.6,6.5,20.7,0,,349,4.5,14,1021,
2023-11-08,11.2,6.2,16.2,0,,275,6.7,32,1016.2,
2023-11-09,8.5,3.5,14.5,0,,199,4,18,1022.2,
2023-11-10,7.8,1,15,0,,44,4.8,14.8,1019.2,
2023-11-11,10.8,8,13.7,0.9,,248,5.9,40,1005.4,
2023-11-12,9.5,5.5,13.5,0,,256,15.3,50,1010.1,
2023-11-13,6.2,0.2,14.2,0,,294,3.9,18,1017.9,
2023-11-14,10.7,2.7,18,0,,248,6.8,29,1014.7,
2023-11-15,12.6,10.5,15,1.4,,261,6.6,29,1009.3,
2023-11-16,10.2,5.5,16,0,,273,6,25,1016.9,
2023-11-17,5.9,1.6,9.1,0.9,,44,5.9,18,1014.4,
2023-11-18,6.4,4.1,7.7,12.2,,321,7.1,43,1009,
2023-11-19,4.9,1.5,10.7,0.2,,216,5.5,22,1015.8,
2023-11-20,3.6,-1.4,9.7,0,,295,3.8,18,1014.4,
2023-11-21,7,1.5,14.5,0.7,,262,5.1,18,1013.7,
2023-11-22,7.6,5.5,8.5,4.6,,52,12.2,36,1016.6,
2023-11-23,4.5,1.7,7.5,0,,183,10.4,40,1023.5,
2023-11-24,7.9,4,11.1,1.3,,253,10.7,40,1004.3,
2023-11-25,5.4,0.7,8.1,24.2,,21,10.2,47,996,
2023-11-26,1.9,0.2,5.2,13.4,,314,12,54,997.4,
2023-11-27,1.5,-1.7,5.2,0,,265,11,40,1012.6,
2023-11-28,1.8,-1.5,4.5,3.3,,54,5.4,18,1004.9,
2023-11-29,5.2,2,9.5,0,,252,12.6,43,1004.7,
2023-11-30,1.6,-1,5.2,0,,47,4.5,25,1017.6,
2023-12-01,5.1,-1,11.2,0,,238,5.4,25,1010.3,
2023-12-02,9.7,5.5,16.6,0,,234,4.5,18.5,1006.1,
2023-12-03,8.6,3.6,14,2.3,,239,8.7,36,1012.6,
2023-12-04,1.4,-3,3.7,0,,101,7.1,29,1027.6,
2023-12-05,0.5,-3.5,3.5,0.2,,11,6.2,22,1023.7,
2023-12-06,4.9,3.5,7.5,2.7,,43,9.8,32,1017.3,
2023-12-07,0.5,-0.9,3.1,10.5,,48,11.6,36,1019.8,
2023-12-08,-0.1,-1.2,0.7,0.2,,323,3.9,14,1022.3,
2023-12-09,-0.5,-1.2,0.2,0,,120,5.3,14,1023.1,
2023-12-10,0.9,0.2,1.6,0,,228,5.4,18,1019.8,
2023-12-11,1.6,0,3.2,0,,228,6.9,22,1018.4,
2023-12-12,4,0.2,9,0.4,,249,8.2,32,1015.2,
2023-12-13,2.1,-1.4,4.7,0,,8,5.9,22,1012.3,
2023-12-14,5.9,1.7,9.7,0.6,,263,7.4,32,1007.8,
2023-12-15,4.2,2.5,6.6,6,,79,9.6,25,1024.1,
2023-12-16,2.5,0.7,3.7,0,,39,9.8,36,1036.8,
2023-12-17,1.1,-1,3,0,,262,9.5,29,1039,
2023-12-18,3.4,0.1,9,0,,245,6.5,18.5,1032.5,
2023-12-19,3.2,-2.5,10.7,0,,223,4.7,14,1026.8,
2023-12-20,3,-1.7,9.6,0,,222,5.1,18,1014.8,
2023-12-21,4,0.3,8.2,0,,201,5.4,18,1008.7,
2023-12-22,4.1,-0.2,7.7,0,,241,11.4,43,997.4,
2023-12-23,5,2.3,7.9,0,,274,14.3,50,1000.1,
2023-12-24,4.1,-0.8,8.2,0.2,,239,6,24.1,1010,
2023-12-25,11,5.3,17.2,0,,253,12.9,43,1011.4,
2023-12-26,11.9,7.3,18.3,0,,243,8.3,25,1015.9,
2023-12-27,8.6,3.8,15.6,0,,247,5.5,18,1021.3,
2023-12-28,4.6,-1.2,11.9,0,,260,4.7,16.7,1027.7,
2023-12-29,6,2,12.1,0,,240,7.6,25,1021.2,
2023-12-30,5.4,0.5,11.4,0,,254,5.3,18.5,1019.7,
2023-12-31,4.6,-0.7,12.5,0,,72,4.5,14,1021.2,
2024-01-01,4.9,-1.6,11.4,0,,262,6.9,22,1015.6,
2024-01-02,6.3,1.1,10.7,0,,243,6.7,32,1014.6,
2024-01-03,5.2,-0.3,8.2,0,,239,8.1,36,1010.5,
2024-01-04,8.7,4.3,12.7,0,,248,10.6,29,1006.3,
2024-01-05,8.9,4.1,15.4,0,,248,11.1,32,1013.6,
2024-01-06,6,2.2,11.9,0,,16,4.1,11.1,1012.8,
2024-01-07,5.1,3.1,7.1,18.7,,48,12.5,40,1003.1,
2024-01-08,-0.4,-5.2,3.5,0.8,,77,17.5,40,1012.1,
2024-01-09,-4.1,-5.3,-2.6,0.6,,61,12.7,40,1030.6,
2024-01-10,-3.7,-8.7,0.8,0,,254,7.3,25,1034,
2024-01-11,-2.3,-6.3,3.2,0,,244,9.9,32,1024.6,
2024-01-12,-2.1,-3.7,1.2,0.2,,195,6.5,22,1021.3,
2024-01-13,-2.2,-5.7,2.2,0,,229,8.4,29,1021.8,
2024-01-14,-0.2,-4.3,4.9,0,,245,10.9,36,1013.1,
2024-01-15,1.8,-2.2,7.6,0,,233,4.9,18,1007.9,
2024-01-16,3.9,0.5,7.8,0,,272,8.5,32,1009.1,
2024-01-17,0.2,-6.2,5.1,0,,347,3.6,11.1,1017.9,
2024-01-18,5.1,1,10.6,0.4,,243,4.8,22,1006.7,
2024-01-19,6.7,2.2,13.1,9.8,,255,10.1,29,1006.7,
2024-01-20,-0.2,-2.1,1.8,15.4,,74,11.1,36,1025.4,
2024-01-21,-3.9,-6.9,0,0,,270,7.5,25,1035.3,
2024-01-22,-5.4,-9.3,-0.8,0,,220,5,14.8,1039.2,
2024-01-23,-6.6,-10,-3.4,0,,252,5.9,25,1030.5,
2024-01-24,-3.2,-5.3,1.4,0,,247,7,25,1029.2,
2024-01-25,2.2,-2.5,7.6,0,,264,6.7,32,1017.3,
2024-01-26,3.1,-0.7,5.6,0,,227,6.2,22,1020.1,
2024-01-27,0.9,-3.1,4.4,0,,270,4,14,1022.2,
2024-01-28,2,-1.4,6.4,0.3,,322,4.6,25,1032.2,
2024-01-29,0.6,-2.4,4,0,,31,4.7,18,1040.8,
2024-01-30,0.9,-2.6,4.9,0,,328,5.5,22,1042.5,
2024-01-31,1.5,-2.5,7.1,0,,241,7.4,22.2,1036.4,
2024-02-01,1.2,-4.8,8.4,0,,225,6.1,25,1027.2,
2024-02-02,2,-1.7,6,0.1,,253,5.2,18,1025.3,
2024-02-03,3.8,-1,10,0,,249,7.9,29,1022.4,
2024-02-04,6.2,1.1,13.3,0,,262,7,32,1018,
2024-02-05,12.2,7.1,19.2,0,,263,16,58,1012.5,
2024-02-06,13.7,8.3,20.7,0,,254,12.6,47,1014.8,
2024-02-07,11.4,2.4,18.2,0,,244,11,43,1010.9,
2024-02-08,11.9,7.2,17.5,0,,253,10.3,33.3,1009.4,
2024-02-09,11,5.3,17.4,0,,242,8.3,32,1008.4,
2024-02-10,11.2,6.6,17.4,0,,230,6.2,24.1,1007.8,
