sn_name,gal_mag,redshift
1997bi

1997bk,0.28

1997bj,0.349998

1997bm,15.28,0.009893

1997bt,16.2,0.064804

1997bv,0.43

1997bu

1997bo,15.428,0.012602

1997bw,0.499999

1997bx,0.349998

1997bn,14.173,0.01367

1997bp,13.893,0.008312

1997bq,11.268,0.009395

1997br,14.78,0.006957

1997bs,9.857,0.002404

1997bz,17.58,0.029847

1997by,14.241,0.045372

1997cg

1997cd,0.509999

1997cf

1997cj,0.499999

1997ch

1997ci

1997ca,0.519999

1997ck,0.970001

1997ce,0.440001

1997cc

1997cb,0.28

1997cl,16.6,0.046999

1997cm,0.069998

1997cn,13.063,0.016766

1997co,13.167,0.023278

1997cp,0.16

1997cq,14.497,0.031241

1997cr,0.076999

1997cs,17.05,0.036925

1997ct,17.47,0.03

1997cu,17.525,0.062289

1997cv,14.58,0.023684

1997cw,13.914,0.017091

1997cx,13.541,0.005075

1997cy,0.064244

1997cz

1997da,14.999,0.025711

1997db,15.015,0.004917

1997dc,12.491,0.011634

1997df,17.21,0.059604

1997dd,13.957,0.014778

1997de,12.577,0.01304

1997dg,0.034

1997dh,17.5

1997dj

1997dm,15.788,0.030009

1997dk,16.9,0.051555

1997dl,16.9,0.051555

1997di,15.281,0.019043

1997dw

1997dv

1997dn,13.166,0.00445

1997dx,19.7,0.209998

1997du,14.266,0.02

1997do,13.814,0.010115

1997dz

1997dp,13.522,0.01496

1997dy

1997dq,11.237,0.003315

1997dr,17.57,0.075548

1997eb,18.4,0.084998

1997ds,14.645,0.009449

1997ec,18.5,0.123999

1997ed,20,0.151998

1997dt,12.072,0.007312

1997ee,0.166114

1997eh,17.09,0.045127

1997ef,13.681,0.011693

1997ea,16.41,0.065001

1997eg,12.743,0.008704

1997ff,1.7

1997fg,0.952659

1997ei,12.62,0.010599

1997ex,0.359999

1997ew,0.590001

1997eo,0.7

1997ek,0.860001

1997ep,0.460001

1997et,0.629999

1997ev,0.43

1997fd

1997en,0.769999

1997el,0.639999

1997em,0.460001

1997eq,0.54

1997er,0.469998

1997es,0.649999

1997eu,0.590001

1997ez,0.779999

1997ej,14.859,0.022302

1997ey,0.580001

1997fa,0.499999

1997fc,19.2,0.054037

1997fe,17.51,0.05898

1997fb,15.66,0.053101

1998B,16.36,0.045001

1998A,12.677,0.006973

1998C,14.938,0.027632

1998J,0.83

1998I,0.889999

1998F,0.519999

1998G,0.3

1998H,0.659999

1998N,0.259999

1998L

1998M,0.630436

1998K

1998Q,0.040027

1998P,0.097067

1998O,15.63,0.049033

1998D,12.995,0.012309

1998E,12.04,0.007966

1998R,14.649,0.006701

1998aa,15.91,0.037199

1998ac,0.460318

1998T,11.606,0.010321

1998cf,11.601,0.005133

1998S,11.791,0.002983

1998U,17.73

1998V,14.352,0.017566

1998bt

1998X,12.906,0.010828

1998W,14.299,0.011946

1998Z,14.9,0.03858

1998Y,12.508,0.012665

1998as,0.359999

1998at,0.4

1998ay,0.639999

1998ax,0.499999

1998au

1998av

1998aw,0.440001

1998az,0.460001

1998ba,0.43

1998bb,0.570001

1998bi,0.749998

1998bl

1998bc,0.4

1998bd,0.249999

1998be,0.639999

1998bf

1998bg,20.3

1998bh

1998bj

1998bk,0.41

1998ao,16.93,0.01557

1998ae,1.1

1998ad,0.440304

1998af,0.230159

1998ag,0.670463

1998ah,0.430297

1998aj,0.830574

1998am,0.240166

1998al,0.710491

1998ai,0.490339

1998ak,0.740512

1998ap,0.041458

1998ab,14.52,0.027239

1998an,13.762,0.019076

1998bv,17,0.005323

1998aq,11.522,0.003701

1998ar,12.746,0.01245

1998bn,12.802,0.005982

1998bs

1998br

1998bx

1998by,19.6

1998bm,15.438,0.005247

1998bo,15.89,0.015991

1998bz,17.96

1998ca,0.027999

1998bw,15.222,0.008499

1998cb

1998bq

1998bp,13.808,0.01046

1998cg,18.7,0.118998

1998bu,10.104,0.002974

1998cc,12.665,0.013439

1998cd,16.57

1998ch,0.046999

1998ci,15.32,0.02526

1998ce,14.489,0.008409

1998cy,16.8

1998cj,13.94,0.014123

1998cz

1998ck,16.35,0.037999

1998cl,15.675,0.030995

1998cm,0.079998

1998cn,12.248,0.008992

1998cq,20,0.15

1998cp,15.133,0.022652

1998co,14.975,0.018205

1998cw

1998cv,14.749,0.027025

1998cr,15.85,0.033299

1998ct,15.26,0.025988

1998cs,15.64,0.032629

1998cu,13.173,0.016781

1998db

1998da,17.37

1998cx,13.03,0.019562

1998dc,15.96,0.064614

1998dd,16.31,0.031088

1998df,17.25

1998fe,16.445,0.066075

1998dg,14.255,0.008158

1998dh,12.493,0.008936

1998de,13.084,0.016514

1998do,0.091573

1998dy

1998dj,13.042,0.013602

1998du,0.075732

1998dp,19.9,0.056999

1998dn,12.872,0.00358

1998dk,14.51,0.013189

1998dl,11.189,0.004702

1998dv,0.156001

1998dm,13.855,0.006533

1998dq,12.906,0.010828

1998dw,16.225,0.049324

1998dr,17.5

1998ds,17.72

1998dt,12.798,0.014953

1998dz,0.089998

1998ea,18.1,0.057456

1998dx,15.24,0.054087

1998ed,15.46

1998eb,11.779,0.013119

1998ec,14.46,0.01984

1998ff,1.2

1998ee,15.72,0.049701

1998ep,0.109999

1998eq,1.2

1998eo,0.840001

1998eh,15.339,0.038059

1998ei,15.408,0.054712

1998ej,16.03

1998ek,16.81

1998ef,14.681,0.017676

1998eg,15.373,0.024757

1998el,18.4,0.104792

1998em,12.71,0.009496

1998en,15.186,0.021275

1998er,13.8

1998es,13.554,0.010537

1998eu,0.180998

1998et,16.835,0.039807

1998ew,12.075,0.01039

1998ex,16,0.037359

1998ey,13.166,0.01615

1998ez,17.56,0.069998

1998fb

1998fc,0.107

1998fd,0.239999

1998fa,15.475,0.024536

1999Y

1999A,13.135,0.010441

1999J,0.033299

1999G,18.36,0.100499

1999F,18.2,0.108515

1999P,17.245,0.061122

1999L,0.649999

1999N,0.54

1999M,0.499999

1999O,0.209998

1999K,15.516,0.035788

1999U,0.499999

1999S,0.460001

1999V,0.199998

1999C,0.124999

1999B,14.574,0.005613

1999W,0.119999

1999T,0.69

1999R,0.68

1999H,17.99,0.056422

1999Q,0.460001

1999I

1999E,15.4,0.025817

1999D,11.729,0.01054

1999X,16.056,0.025084

1999Z,15.99,0.050368

1999ab,17,0.032162

1999ad,16.175,0.080899

1999ae,17.64,0.076214

1999aa,13.107,0.014383

1999ag,18.5,0.098798

1999af,18,0.097

1999ah,19.5,0.079998

1999ai,15.1,0.017898

1999ak,16.03,0.054574

1999aj

1999as,0.119999

1999am,15.965,0.032062

1999bc,14.396,0.021011

1999bd,19,0.151001

1999aq,18.35,0.050001

1999ap,0.040001

1999al,16.92,0.065001

1999ba,18.57,0.093101

1999az,0.15

1999bb,19.7,0.180001

1999ac,13.957,0.009497

1999ao,17.18,0.054

1999ar,0.15

1999at,17.67,0.027298

1999an,14.086,0.005026

1999av,16.77,0.050001

1999au,0.123999

1999aw,0.040001

1999bf,0.239999

1999be,15.232,0.018869

1999gv,0.175301

1999bi,0.123999

1999bj,17,0.16

1999cr,16.136,0.010006

1999bl,0.3

1999bk,0.095999

1999bm,19.4,0.15

1999bn,0.119999

1999bo,20.1,0.129999

1999bp,0.076999

1999bq,18.2,0.148999

1999ax,0.050001

1999ay,19.02,0.044107

1999bg,14.261,0.004252

1999bh,13.876,0.017198

1999bt,0.049901

1999cb,15.161,0.028899

1999br,11.955,0.003213

1999cs,16.85,0.060041

1999cg,0.14

1999bu,13.434,0.009024

1999ck,0.431998

1999cj,0.359999

1999bv,15.847,0.018702

1999bw,10.885,0.00221

1999bx,14.257,0.015147

1999ca,13.503,0.009307

1999by,10.03,0.00212

1999bz,16.5,0.03489

1999cc,14.044,0.031328

1999ch,0.15

1999cy,15.372,0.025402

1999cx,16.48

1999cd,11.768,0.014166

1999ci,0.119999

1999ce,0.07805

1999cf,14.171,0.024519

1999cl,10.212,0.007614

1999cm,15.009,0.045114

1999ct,0.180001

1999cn,15.505,0.022275

1999co,0.030888

1999cp,12.939,0.009485

1999dm,16.52,0.072743

1999cz,11.982,0.007237

1999cq,14.42,0.026309

1999cw,14.215,0.012425

1999da,12.803,0.012275

1999dd

1999de,0.134092

1999df,15.471,0.037962

1999dh,14.036,0.010856

1999dg,14.752,0.021928

1999dj,16,0.015

1999di,13.572,0.016412

1999dl

1999dk,14.823,0.014957

1999dn,12.986,0.009328

1999do,14.574,0.021932

1999dr,19.8,0.181999

1999dq,13.232,0.014329

1999dp,14.941,0.015672

1999dt,0.439

1999gx,0.492997

1999ds,0.349998

1999dw,0.446999

1999du,0.262998

1999dx,0.27

1999dz,0.488

1999dy,0.205999

1999dv,0.186999

1999ea,0.398999

1999ep,16.835,0.060001

1999er,15.065,0.025404

1999eo,0.079998

1999eb,13.764,0.018093

1999ec,12.154,0.009165

1999en,0.16

1999eq,16.2,0.04444

1999fc,0.649999

1999fa,0.82

1999fe

1999fd,0.879998

1999ez,0.15

1999fb,0.94

1999eg,14.339,0.022316

1999ed,14.023,0.015494

1999ee,12.387,0.011406

1999ei,16.403,0.03032

1999ef,15.406,0.038833

1999eh,12.764,0.006489

1999ej,13.679,0.01372

1999ek,15.09,0.017522

1999el,11.923,0.00475

1999em,11.437,0.002388

1999ff,0.460001

1999es,16.73,0.069998

1999fq

1999fr

1999fv,1.23

1999fh,0.359999

1999fk,1.05

1999fm,0.93

1999fo,1.07

1999fs

1999ft,0.69

1999fu,1.03

1999fw,0.28

1999fx,0.489998

1999fy,0.28

1999fn,0.469998

1999fp,0.339998

1999fg,0.42

1999fj,0.81

1999fi,0.779999

1999fl,0.3

1999et,14.08,0.016235

1999eu,10.147,0.004231

1999gg,14.961,0.01446

1999ev,11.277,0.003096

1999ex,12.387,0.011406

1999gc,15.733,0.054

1999ey,0.093001

1999ew,13.762,0.025032

1999gj,13.999,0.016968

1999fz,15.175,0.022134

1999ga,11.39,0.004767

1999gb,13.018,0.01758

1999gd,13.979,0.018491

1999ge,12.729,0.018896

1999gf,14.494,0.044349

1999gh,11.709,0.007778

1999gi,10.404,0.001979

1999gr,16.525,0.012888

1999gl,13.532,0.017706

1999gk,12.801,0.00876

1999gm,15.38

1999gw,15.062,0.03927

1999gn,10.15,0.005225

1999gq,14.392,0.000843

1999gp,14.372,0.026744

1999go,12.889,0.013854

1999gs,9.903,0.004024

1999gt,0.273999

1999gu,0.146998

2000A,14.072,0.028899

2000B,12.915,0.019676

2000C,12.508,0.012665

2000D,14.277,0.017208

2000E,11.923,0.00475

2000F,13.6,0.019702

2000J,15.561,0.047938

2000I,13.647,0.022223

2000G,14.988,0.012081

2000H,14.5,0.013156

2000R,16.75,0.01

2000M,12.837,0.010399

2000S,14.96,0.02071

2000K,15.75,0.054684

2000L,14.2,0.011059

2000bb

2000ai

2000af,0.129999

2000ag

2000ak

2000al

2000ar

2000ac

2000ad

2000T,0.180001

2000am,20.4,0.199998

2000ao,19.9

2000ap

2000ab

2000N,13.56,0.022726

2000Y,17.45

2000U,17.98

2000Z

2000aa

2000O,14.733,0.023489

2000V,17.5,0.100069

2000as,19.3,0.1068

2000P,12.863,0.007555

2000ba

2000aj,18.037,0.145487

2000W

2000ae,19.4

2000ah

2000aq

2000bf

2000bc,19.69,0.001601

2000at

2000be

2000ax

2000X,17.85,0.1157

2000av

2000ay

2000az

2000bd

2000an,20.2

2000aw

2000fw,17.6,0.096249

2000Q,0.02

2000bi,15,0.038074

2000bm

2000bo

2000bl

2000cd,0.046999

2000bn

2000bq

2000bp,18.94,0.057699

2000br,17.575,0.049801

2000bt,15.6,0.040001

2000au,15.398,0.019266

2000bu,18.33,0.047699

2000bv,0.119999

2000bg,13.819,0.024262

2000bw,19.665,0.1157

2000bj,24.5

2000bh,14.4,0.022862

2000bx,17.5,0.089998

2000by,17.675,0.095499

2000bz,0.259999

2000bk,14.977,0.025444

2000bs,14.722,0.027769

2000cb,13.817,0.006426

2000ca,15.205,0.024043

2000fr,0.542998

2000cc,15.376,0.036925

2000ch,11.638,0.002048

2000cg,14.491,0.029449

2000ce,14.219,0.016304

2000cf,16.75,0.036001

2000ci,15.412,0.027085

2000cj,11.918,0.010573

2000ck,15.179,0.026858

2000cl,12.342,0.009245

2000cm,16.8,0.007328

2000co,15.76,0.03866

2000cn,14.173,0.023449

2000fv,15.77,0.009132

2000fu,14.17,0.010867

2000cp,0.034223

2000cq,15.497,0.029846

2000cr,12.277,0.011541

2000cs,14.695,0.0351

2000ct,0.02985

2000cv,14.746,0.020324

2000cu,14.75

2000cw,15.024,0.030132

2000cx,11.434,0.008111

2000cy,15.823,0.037309

2000cz,15.047,0.017377

2000da,14.032,0.024258

2000db,11.328,0.002661

2000dc,13.72,0.010393

2000de,13.552,0.008435

2000dd,17.82

2000df,15.349,0.039435

2000dg,15.622,0.038499

2000di,13.532,0.020161

2000fs,13.954,0.02884

2000dj,14.07,0.015459

2000dl,16,0.060908

2000dk,14.343,0.017427

2000dm,15.013,0.014937

2000dn,15.24,0.032065

2000do,12.906,0.010828

2000dq,15.328,0.042372

2000gb,18.39,0.122504

2000dp,15.765,0.034523

2000dr,13.92,0.018796

2000ds,10.812,0.004685

2000dt,15.409,0.022678

2000du,14.628,0.028431

2000dw,15.664,0.017896

2000dv,13.3,0.013499

2000eg,0.54

2000ec,0.469998

2000ed,0.41

2000ee,0.469998

2000eh,0.489998

2000dz,0.499999

2000ei,0.600001

2000ef,0.41

2000dy,0.609998

2000ea,0.42

2000eb,0.68

2000ft,12.922,0.016382

2000dx,14.262,0.030345

2000ej,14.803,0.030361

2000ek,14.315,0.019066

2000fi,19.1

2000ey,14.289,0.020407

2000fj,18.3

2000ff,18.3

2000fk,20.1

2000em,15.62,0.018999

2000en

2000fg,19.3

2000fh

2000es,17.7,0.074001

2000eu,17.5

2000eo,14.035,0.010347

2000ep,17.71,0.023999

2000eq

2000et,17.55

2000fc,0.42029

2000fl,19.7

2000el,13.821,0.009669

2000er,15.158,0.031171

2000ez,12.697,0.010894

2000ex,13.817,0.013661

2000ev,14.625,0.014636

2000ew,11.237,0.003315

2000fb,15.111,0.028686

2000fa,15.498,0.021275

2000fx,19.11,0.065193

2000fy,18.13,0.117364

2000fd,17,0.016081

2000fe,14.185,0.014243

2000fm,14.845

2000fz,17.09,0.053903

2000fp,0.3

2000fn,14.35,0.015356

2000fq,0.7

2000fo,15.365,0.023849

2000ga,19.2,0.140714

2001ki,18.7,0.106191

2001A,11.349,0.007333

2001kj,17.1,0.062564

2001B,12.988,0.005191

2001C,15.363,0.01094

2001D,14.409,0.028355

2001E,13.427,0.019204

2001F,14.718,0.022924

2001R,12.665,0.013439

2001G,15.98,0.016694

2001db,12.1,0.009199

2001H,14.95,0.017512

2001K,13.284,0.010834

2001I,13.531,0.016523

2001J,14.759,0.01301

2001L,14.015,0.015452

2001kk,18.777,0.086623

2001M,14.06,0.011841

2001N,14.119,0.020974

2001kl,17,0.126202

2001O,20.3,0.08706

2001Q,13.769,0.012429

2001P,13.933,0.02068

2001S,15.888,0.030354

2001T,15.155,0.013894

2001U,13.94,0.028422

2001km,18.7,0.070215

2001V,13.886,0.015018

2001W,16.37,0.030531

2001X,11.657,0.004934

2001Y,13.32,0.027745

2001Z,15.301,0.046111

2001aa,14.525,0.020497

2001ad,14.749,0.011069

2001ab,13.996,0.01663

2001ac,11.601,0.005133

2001kn,18.26,0.133991

2001ao

2001am

2001an

2001aq

2001ap

2001ae,14.406,0.023226

2001ar

2001as

2001at

2001ko,18.22,0.14057

2001au

2001af,14.337,0.029348

2001aw

2001bk,19.8,0.042999

2001ax,15.88,0.031064

2001kp,17.9,0.063337

2001av,18.78

2001kq,16.65,0.073692

2001bj

2001bi

2001bl

2001cb

2001ce

2001bu,19.8,0.782

2001bx

2001bo

2001by

2001bz

2001cc

2001cd

2001bw,17.61,0.073906

2001bv,19.09,0.115499

2001bm,19.6

2001ca,19.3,0.671201

2001kr,18.337,0.088691

2001al,0.069998

2001ah,15.62,0.057756

2001ag,15.95,0.026531

2001ai,13.713,0.025224

2001aj,14.868,0.026474

2001ak,15.523,0.017395

2001gl,0.359999

2001gp,1.067

2001gm,0.478

2001gq,0.671

2001go,0.551998

2001gk,0.67

2001gn,1.1

2001gw,0.363001

2001hd,0.511

2001hc,0.349998

2001gv,0.661

2001gr,0.541

2001gx,0.600001

2001gs,0.657998

2001gt,0.56

2001gu,0.320001

2001ha,0.580001

2001gy,0.511

2001gz,0.730001

2001he,0.581999

2001ay,14.999,0.030242

2001hb,1.05

2001ks,17.52,0.077942

2001bd,0.095999

2001bc,0.195001

2001be,0.241

2001ci,11.396,0.003745

2001az,16,0.040694

2001ba,14.226,0.02956

2001bb,14.511,0.015665

2001bf,14.494,0.015554

2001bg,12.966,0.007184

2001br,15.352,0.020901

2001bp,17.97,0.094999

2001bq,13.142,0.008779

2001cq,0.199998

2001cs,0.41

2001cr,1.02

2001cv,1.04

2001ct,0.450001

2001cu,0.500346

2001cw,0.930643

2001bs,14.949,0.029186

2001bt,13.306,0.014639

2001jx,13.986,0.014409

2001kt,18.2,0.103791

2001cf,13.839,0.020456

2001cg,14.875,0.023809

2001ch,15.21,0.009776

2001dc,13.799,0.00713

2001cj,14.828,0.024232

2001ck,16.15,0.034697

2001cm,12.673,0.011394

2001cl,13.495,0.016357

2001cn,14.313,0.0155

2001co,14.483,0.017232

2001cp,15.019,0.022416

2001ku,18.2,0.135843

2001ek

2001df,15.067,0.031473

2001cx,14.97,0.016124

2001cy,14.979,0.015295

2001cz,14.569,0.015505

2001da,14.836,0.017195

2001dd,15.4,0.019686

2001de,15.458,0.031064

2001dh,14.682,0.008613

2001dg,15.423,0.020489

2001di,15.441,0.016474

2001dj,13.746,0.017606

2001dk,14.237,0.017093

2001dl,15.23,0.021167

2001dm,13.67,0.014551

2001dp,10.206,0.003508

2001dn,14.613,0.018889

2001ds,15.112,0.036435

2001dr,14.402,0.023649

2001dq,14.07,0.030761

2001do,14.005,0.010415

2001ei

2001dv,17.2

2001dt,14.909,0.029757

2001eq,15.075,0.025087

2001du,10.362,0.005462

2001dw,15.275,0.02544

2001dx,15.674,0.019026

2001dz,15.393,0.049367

2001dy,15.442,0.029897

2001ea,15.612,0.031908

2001eb,12.807,0.012652

2001eg,14.002,0.012692

2001ec,16.1,0.045361

2001ee,13.318,0.01476

2001ed,13.193,0.016611

2001eh,15.316,0.037129

2001ef,13.156,0.008259

2001jy,0.180124

2001et,15.414

2001el,11.386,0.003902

2001ej,13.447,0.013452

2001eu,19.4,0.135093

2001em,15.127,0.019512

2001ho,0.401

2001jz

2001hn

2001en,13.492,0.015848

2001eo,16.17,0.065378

2001ep,15,0.013012

2001er,15.75,0.01615

2001es,18.14

2001fi,0.320001

2001fj,0.219998

2001fk

2001fl,0.087

2001fm,0.801

2001fn,0.185998

2001fp,0.759999

2001fq,0.759999

2001ka

2001ew,17.26

2001fo,0.772

2001fr,0.180001

2001ft,1.3

2001fs,0.840001

2001fb,17.63,0.032172

2001kh,19.8,0.219998

2001kf,0.056999

2001kg,0.28

2001ev,15.68,0.023146

2001fg,17.71,0.031101

2001ex,14.927,0.026394

2001ey,15.125,0.02521

2001ez,15.519,0.012915

2001fa,13.209,0.017286

2001kb

2001fc,15.127,0.016774

2001fd,15.426,0.028059

2001fe,14.227,0.013545

2001ff,13.92,0.013282

2001fv,13.017,0.004578

2001fh,15.284,0.012658

2001fu,13.67,0.005653

2001fy,16.29,0.02419

2001fx,14.893,0.026755

2001ge,0.219998

2001gg,0.609998

2001gh,0.16

2001fw,16,0.02953

2001gi,0.199998

2001gf,17.91,0.132306

2001gj,0.27

2001hv,0.469998

2001hw

2001hy,0.81

2001ia

2001hz

2001hi

2001hk

2001hl

2001hs,0.8

2001ht

2001kd,0.937648

2001hu,0.879998

2001hx,0.8

2001hq

2001hr,0.514999

2001hj

2001ga,0.129999

2001hm

2001kc

2001hp,0.334998

2001fz,11.096,0.006369

2001js

2001jv

2001ju

2001jg,0.370999

2001jw

2001gb,14.442,0.025731

2001im,18.6,0.075071

2001ij,16.4,0.037906

2001il,0.208

2001ik,19.6,0.093998

2001in,0.218

2001gc,14.343,0.01929

2001gd,10.699,0.002915

2001hf,14.31,0.014963

2001hg,12.411,0.008577

2001ke,0.359999

2001hh,14.78,0.024898

2001ib,13.878,0.019616

2001ic,14.419,0.044237

2001id,14.869,0.035476

2001io,0.190001

2001ip,0.54

2001jq

2001jr,0.714

2001ie,14.948,0.030787

2001jt

2001ix,0.720001

2001iy,0.566998

2001iz

2001jb,0.7

2001jc

2001je

2001jl

2001jm

2001jn

2001jo

2001jp,0.529999

2001if,15.295,0.037637

2001jk

2001jj

2001jd

2001jf

2001iu

2001iv,0.4

2001iw,0.339998

2001jh,0.880609

2001ji

2001ih,14.928,0.024644

2001ig,10.994,0.003135

2001ii,13.746,0.014666

2001iq,16.145,0.018599

2001ja

2001ir,15.06,0.019726

2001it,15.34,0.034355

2001is,11.779,0.013119

2002A,12.667,0.009599

2002B,0.142998

2002W

2002X,0.855998

2002Z,0.394999

2002ad,0.519999

2002ag

2002af

2002Q

2002R

2002aa,0.95

2002ac

2002lt,1.006

2002Y,0.56

2002ae

2002ai

2002ah

2002S

2002K,0.643998

2002T

2002M,20.4,0.379262

2002U

2002V

2002L

2002N

2002O

2002ab,0.42029

2002P

2002aj

2002ak

2002al

2002C,14.411,0.023892

2002D,14.34,0.018078

2002am,17.14,0.03002

2002E,13.083,0.003921

2002F,13.947,0.019351

2002G,15.24,0.033746

2002H,14.045,0.022278

2002I,14.406,0.023226

2002J,13.066,0.01247

2002an,13.65,0.012908

2002ao,14.401,0.005173

2002ap,9.691,0.002187

2002aq,15.78

2002ar,14.972,0.030094

2002as,14.923,0.022491

2002at,13.783,0.020065

2002av,15.017

2002au,14.67,0.018392

2002bk,0.055998

2002ax

2002ay

2002az

2002jk,16.39

2002bd

2002aw,15.98,0.026428

2002ba

2002bb

2002bc

2002be

2002bf,14.421,0.024396

2002bg,15.213,0.042452

2002bh,14.07,0.017336

2002bi,14.946,0.023299

2002bj,13.92,0.012048

2002bl,14.459,0.015856

2002bm,14.01,0.018219

2002bp,14.23,0.020818

2002bn,14.982,0.027241

2002bo,11.891,0.004377

2002br,14.843,0.034183

2002bq,13.02,0.007996

2002bs,13.58,0.00969

2002fl,0.259999

2002fm,0.447999

2002bt,15.538,0.059921

2002bu,11.53,0.001724

2002bv,15.171,0.027657

2002bw,17.74,0.017333

2002bx,14.721,0.007541

2002by,14.798,0.012451

2002ca,14.18,0.010926

2002bz,15.636,0.036992

2002cc,0.065998

2002cl,16.855,0.071702

2002cb,15.43,0.02954

2002cm,16.47,0.087

2002cn,0.301998

2002co,0.317999

2002cd,14.972,0.01034

2002ff,1.1

2002fd,0.277998

2002fe,1.086

2002fc,0.879998

2002ce,13.549,0.006993

2002fn,0.677001

2002fo

2002fp,0.352

2002cf,12.718,0.0155

2002cg,14.548,0.031932

2002ch,17.22,0.034

2002fq

2002fr,0.310001

2002ci,15.637,0.022228

2002cq,16.505,0.083891

2002cj,15.97,0.022542

2002ck,15.058,0.029882

2002cp,13.462,0.017151

2002cr,12.939,0.009485

2002dm,14.909,0.025174

2002cs,13.23,0.016109

2002gj,0.440001

2002gl,0.510996

2002le,18.295,0.085896

2002gi,0.912

2002gk,0.209998

2002fg,0.789999

2002gm,0.489998

2002cy,13.355,0.015454

2002cz,16.76

2002fh,0.330001

2002ct,16.395,0.032652

2002dc,0.475

2002dd,0.95

2002cu,14.074,0.023322

2002cx,15.851,0.023959

2002cv,11.891,0.004377

2002lf

2002cw,13.892,0.015302

2002da

2002db,15.757,0.036488

2002dh,0.012998

2002dg,0.046698

2002de,14.109,0.027965

2002df,15.02,0.028679

2002li,0.326999

2002lj,0.14

2002lm,0.28

2002lr,0.209998

2002ll,0.050001

2002ln,18.1,0.142011

2002lo,0.14

2002lp,0.113998

2002lq,0.069998

2002lk,16.9,0.119999

2002ls,0.249999

2002lh,0.235999

2002di,14.9,0.036411

2002dj,11.685,0.009381

2002dk,14.793,0.018532

2002dn,14.304,0.024545

2002du,0.209998

2002dl,14.627,0.016261

2002do,14.694,0.01588

2002dq,13.93,0.008403

2002dp,12.491,0.011634

2002dr,14.125,0.021931

2002ds,13.635,0.007583

2002dt,15.2,0.024506

2002dv,15.259,0.026241

2002lg

2002dw,15.368,0.021765

2002dy,14.765,0.033036

2002dx,15.007,0.023677

2002dz,14.62,0.018042

2002ea,13.416,0.014763

2002ek,17.59

2002eb,15.688,0.027539

2002ez,0.042999

2002ec,15.613,0.040394

2002eg,15.259,0.026241

2002ed,12.939,0.009485

2002ee,13.948,0.016349

2002ef,14.157,0.023624

2002kb

2002eh,14.019,0.017974

2002ep,18.05,0.056048

2002eq,19.9,0.088

2002ei,14.015,0.007752

2002ej,13.817,0.016226

2002el,14.802,0.023299

2002kk,0.089998

2002em,15.035,0.013539

2002en,16.77,0.03389

2002ex,18.4,0.037699

2002eo,14.275,0.020368

2002er,14.439,0.008577

2002es,15.233,0.017992

2002fa,0.060001

2002ev

2002et,14.77,0.027432

2002ew,16.98,0.029937

2002gb,19.2,0.074001

2002eu,16.44,0.037626

2002fs,0.037999

2002ey

2002fb,13.836,0.015557

2002ft,0.074998

2002fu,0.090999

2002hb,0.089998

2002fj,13.437,0.014447

2002fi,15.584,0.057164

2002fk,11.97,0.007127

2002fv

2002fw,1.3

2002fx,1.4

2002fy

2002fz

2002ga

2002lu

2002lv

2002gf,0.085999
