  28   51  Ni     -11439.0000      261.0000  
  18   52  Ar      -1705.0000      904.0000  
  19   52  K      -16199.0000      699.0000  
  20   52  Ca     -32509.1367      465.7470  
  21   52  Sc     -40380.2578      232.8730  
  22   52  Ti     -49464.0234        7.1380  
  23   52  V      -51437.4102        1.3260  
  24   52  Cr     -55412.7969        1.4070  
  25   52  Mn     -50701.1367        2.3590  
  26   52  Fe     -48329.1367       10.2740  
  27   52  Co     -33916.0000       65.0000  
  28   52  Ni     -22654.0000       84.0000  
  29   52  Cu      -2627.0000      261.0000  
  18   53  Ar       5800.0000     1000.0000  
  19   53  K      -11998.0000      699.0000  
  20   53  Ca     -27898.0000      503.0000  
  21   53  Sc     -37968.0000      298.0000  
  22   53  Ti     -46824.6055      100.0580  
  23   53  V      -51844.6055        3.3980  
  24   53  Cr     -55280.6367        1.4030  
  25   53  Mn     -54683.6250        1.4380  
  26   53  Fe     -50941.2734        2.1060  
  27   53  Co     -42639.1445       18.0580  
  28   53  Ni     -29379.0000      158.0000  
  29   53  Cu     -13460.0000      261.0000  
  19   54  K       -5598.0000      904.0000  
  20   54  Ca     -23585.0000      699.0000  
  21   54  Sc     -34465.2734      465.7470  
  22   54  Ti     -45764.2930      232.8730  
  23   54  V      -49886.7305       15.0640  
  24   54  Cr     -56928.3203        1.3910  
  25   54  Mn     -55551.2695        1.7230  
  26   54  Fe     -56248.4102        1.3280  
  27   54  Co     -48005.3281        1.3460  
  28   54  Ni     -39206.1016       50.0210  
  29   54  Cu     -21694.0000      214.0000  
  30   54  Zn      -6567.0000      401.0000  
  19   55  K        -570.0000     1000.0000  
  20   55  Ca     -18118.0000      699.0000  
  21   55  Sc     -30339.0000     1025.0000  
  22   55  Ti     -41805.4453      242.1880  
  23   55  V      -49147.2969      100.0100  
  24   55  Cr     -55103.2969        1.4470  
  25   55  Mn     -57706.3828        1.3490  
  26   55  Fe     -57475.0078        1.3470  
  27   55  Co     -54023.7109        1.3650  
  28   55  Ni     -45329.9102       11.0940  
  29   55  Cu     -31624.0000      298.0000  
  30   55  Zn     -14923.0000      252.0000  
  20   56  Ca     -13237.0000      904.0000  
  21   56  Sc     -25467.0000      699.0000  
  22   56  Ti     -39132.0586      279.4480  
  23   56  V      -46239.3555      242.1880  
  24   56  Cr     -55288.5977        9.5880  
  25   56  Mn     -56905.5508        1.3810  
  26   56  Fe     -60601.0039        1.3540  
  27   56  Co     -56035.0039        2.4150  
  28   56  Ni     -53899.6445       11.1300  
  29   56  Cu     -38601.0000      140.0000  
  30   56  Zn     -25728.0000      261.0000  
  31   56  Ga      -4741.0000      261.0000  
  20   57  Ca      -7120.0000     1000.0000  
  21   57  Sc     -21387.0000      699.0000  
  22   57  Ti     -34558.0000      931.0000  
  23   57  V      -44376.3672      251.5030  
  24   57  Cr     -52392.9883       92.3670  
  25   57  Mn     -57484.8555        3.3230  
  26   57  Fe     -60175.7070        1.3570  
  27   57  Co     -59339.6641        1.3890  
  28   57  Ni     -56075.4766        2.9250  
  29   57  Cu     -47305.2695       15.7120  
  30   57  Zn     -32686.0000      143.0000  
  31   57  Ga     -15901.0000      261.0000  
  21   58  Sc     -15770.0000      801.0000  
  22   58  Ti     -31568.0000      699.0000  
  23   58  V      -40380.2578      260.8180  
  24   58  Cr     -51930.7813      242.1880  
  25   58  Mn     -55902.2539       30.0320  
  26   58  Fe     -62148.8438        1.3820  
  27   58  Co     -59841.4297        1.7270  
  28   58  Ni     -60223.0156        1.4410  
  29   58  Cu     -51659.9648        2.5450  
  30   58  Zn     -42293.1133       50.0210  
  31   58  Ga     -23986.0000      214.0000  
  32   58  Ge      -8374.0000      317.0000  
  21   59  Sc     -11140.0000      900.0000  
  22   59  Ti     -26119.0000      699.0000  
  23   59  V      -37911.8008      326.0230  
  24   59  Cr     -47850.8398      251.5030  
  25   59  Mn     -55473.1016       28.7690  
  26   59  Fe     -60658.4219        1.3970  
  27   59  Co     -62223.6094        1.4200  
  28   59  Ni     -61151.1250        1.4400  
  29   59  Cu     -56351.5469        1.6830  
  30   59  Zn     -47257.4102       37.1770  
  31   59  Ga     -34121.0000      168.0000  
  32   59  Ge     -17000.0000      279.0000  
  22   60  Ti     -22691.0000      801.0000  
  23   60  V      -33068.0313      558.8960  
  24   60  Cr     -46826.1953      260.8180  
  25   60  Mn     -52914.4414      272.5200  
  26   60  Fe     -61406.9219        3.6620  
  27   60  Co     -61644.2188        1.4220  
  28   60  Ni     -64468.1016        1.4180  
  29   60  Cu     -58341.2109        2.5050  
  30   60  Zn     -54183.1055       10.6370  
  31   60  Ga     -39998.0000      112.0000  
  32   60  Ge     -27768.0000      233.0000  
  33   60  As      -6399.0000      596.0000  
  22   61  Ti     -16750.0000      900.0000  
  23   61  V      -30357.0000      699.0000  
  24   61  Cr     -42764.8828      279.4480  
  25   61  Mn     -51735.1680      260.8180  
  26   61  Fe     -58917.4883       20.0520  
  27   61  Co     -62895.0430        1.6080  
  28   61  Ni     -64216.7734        1.4210  
  29   61  Cu     -61979.5703        1.8120  
  30   61  Zn     -56342.4258       16.3490  
  31   61  Ga     -47348.0000      196.0000  
  32   61  Ge     -33729.0000      298.0000  
  33   61  As     -18052.0000      596.0000  
  23   62  V      -25020.0000      699.0000  
  24   62  Cr     -41172.0273      372.5980  
  25   62  Mn     -48465.6250      260.8180  
  26   62  Fe     -58897.8945       14.5480  
  27   62  Co     -61428.0977       20.0510  
  28   62  Ni     -66742.6875        1.4340  
  29   62  Cu     -62794.5156        4.1710  
  30   62  Zn     -61167.3516       10.1390  
  31   62  Ga     -51996.3516       27.9070  
  32   62  Ge     -42243.0000      140.0000  
  33   62  As     -24964.0000      298.0000  
  23   63  V      -21657.0000      904.0000  
  24   63  Cr     -35527.0000      699.0000  
  25   63  Mn     -46751.6758      279.4480  
  26   63  Fe     -55779.3047      187.6330  
  27   63  Co     -61837.0156       20.0520  
  28   63  Ni     -65509.2188        1.4350  
  29   63  Cu     -65576.1641        1.4350  
  30   63  Zn     -62209.2930        2.1270  
  31   63  Ga     -56689.2930      100.0230  
  32   63  Ge     -46910.0000      196.0000  
  33   63  As     -33823.0000      503.0000  
  24   64  Cr     -33347.0000      699.0000  
  25   64  Mn     -43100.2227      326.0230  
  26   64  Fe     -55079.2305      279.4480  
  27   64  Co     -59789.3086       20.0520  
  28   64  Ni     -67095.8984        1.4480  
